customer_id,store_id,first_name,last_name,email,active,create_date,district,city,country
17,1,DONNA,THOMPSON,DONNA.THOMPSON@sakilacustomer.org,1,2006-02-14 22:04:36,Kalmykia,Elista,Russian Federation
18,2,CAROL,GARCIA,CAROL.GARCIA@sakilacustomer.org,1,2006-02-14 22:04:36,Kaduna,Kaduna,Nigeria
19,1,RUTH,MARTINEZ,RUTH.MARTINEZ@sakilacustomer.org,1,2006-02-14 22:04:36,Northern Cape,Kimberley,South Africa
20,2,SHARON,ROBINSON,SHARON.ROBINSON@sakilacustomer.org,1,2006-02-14 22:04:36,Nothwest Border Prov,Mardan,Pakistan
21,1,MICHELLE,CLARK,MICHELLE.CLARK@sakilacustomer.org,1,2006-02-14 22:04:36,Dhaka,Tangail,Bangladesh
22,1,LAURA,RODRIGUEZ,LAURA.RODRIGUEZ@sakilacustomer.org,1,2006-02-14 22:04:36,Rabat-Sal-Zammour-Z,Sal,Morocco
23,2,SARAH,LEWIS,SARAH.LEWIS@sakilacustomer.org,1,2006-02-14 22:04:36,Liepaja,Liepaja,Latvia
24,2,KIMBERLY,LEE,KIMBERLY.LEE@sakilacustomer.org,1,2006-02-14 22:04:36,Crdoba,Crdoba,Argentina
25,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,1,2006-02-14 22:04:36,Sind,Shikarpur,Pakistan
26,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,1,2006-02-14 22:04:36,,Citt del Vaticano,Holy See (Vatican City State)
27,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,1,2006-02-14 22:04:36,Southern Mindanao,Davao,Philippines
28,1,CYNTHIA,YOUNG,CYNTHIA.YOUNG@sakilacustomer.org,1,2006-02-14 22:04:36,Bihar,Munger (Monghyr),India
29,2,ANGELA,HERNANDEZ,ANGELA.HERNANDEZ@sakilacustomer.org,1,2006-02-14 22:04:36,Yamaguchi,Shimonoseki,Japan
30,1,MELISSA,KING,MELISSA.KING@sakilacustomer.org,1,2006-02-14 22:04:36,Taipei,Lungtan,Taiwan
31,2,BRENDA,WRIGHT,BRENDA.WRIGHT@sakilacustomer.org,1,2006-02-14 22:04:36,West Bengali,Kamarhati,India
32,1,AMY,LOPEZ,AMY.LOPEZ@sakilacustomer.org,1,2006-02-14 22:04:36,Uttar Pradesh,Jhansi,India
33,2,ANNA,HILL,ANNA.HILL@sakilacustomer.org,1,2006-02-14 22:04:36,Piemonte,Alessandria,Italy
34,2,REBECCA,SCOTT,REBECCA.SCOTT@sakilacustomer.org,1,2006-02-14 22:04:36,Okayama,Kurashiki,Japan
35,2,VIRGINIA,GREEN,VIRGINIA.GREEN@sakilacustomer.org,1,2006-02-14 22:04:36,Midi-Pyrnes,Toulouse,France
36,2,KATHLEEN,ADAMS,KATHLEEN.ADAMS@sakilacustomer.org,1,2006-02-14 22:04:36,Markazi,Arak,Iran
37,1,PAMELA,BAKER,PAMELA.BAKER@sakilacustomer.org,1,2006-02-14 22:04:36,Henan,Nanyang,China
38,1,MARTHA,GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,1,2006-02-14 22:04:36,Chisinau,Chisinau,Moldova
39,1,DEBRA,NELSON,DEBRA.NELSON@sakilacustomer.org,1,2006-02-14 22:04:36,Esprito Santo,Vila Velha,Brazil
40,2,AMANDA,CARTER,AMANDA.CARTER@sakilacustomer.org,1,2006-02-14 22:04:36,Oriental,Nador,Morocco
41,1,STEPHANIE,MITCHELL,STEPHANIE.MITCHELL@sakilacustomer.org,1,2006-02-14 22:04:36,Yerevan,Yerevan,Armenia
42,2,CAROLYN,PEREZ,CAROLYN.PEREZ@sakilacustomer.org,1,2006-02-14 22:04:36,Nonthaburi,Pak Kret,Thailand
43,2,CHRISTINE,ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,1,2006-02-14 22:04:36,Tahiti,Faaa,French Polynesia
44,1,MARIE,TURNER,MARIE.TURNER@sakilacustomer.org,1,2006-02-14 22:04:36,Lipetsk,Lipetsk,Russian Federation
45,1,JANET,PHILLIPS,JANET.PHILLIPS@sakilacustomer.org,1,2006-02-14 22:04:36,Antofagasta,Antofagasta,Chile
46,2,CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,1,2006-02-14 22:04:36,Moscow (City),Moscow,Russian Federation
47,1,FRANCES,PARKER,FRANCES.PARKER@sakilacustomer.org,1,2006-02-14 22:04:36,Cear,Juazeiro do Norte,Brazil
48,1,ANN,EVANS,ANN.EVANS@sakilacustomer.org,1,2006-02-14 22:04:36,Tatarstan,Niznekamsk,Russian Federation
49,2,JOYCE,EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,1,2006-02-14 22:04:36,Mekka,Jedda,Saudi Arabia
50,1,DIANE,COLLINS,DIANE.COLLINS@sakilacustomer.org,1,2006-02-14 22:04:36,Khartum,Omdurman,Sudan
51,1,ALICE,STEWART,ALICE.STEWART@sakilacustomer.org,1,2006-02-14 22:04:36,California,Fontana,United States
52,1,JULIE,SANCHEZ,JULIE.SANCHEZ@sakilacustomer.org,1,2006-02-14 22:04:36,Galicia,A Corua (La Corua),Spain
53,1,HEATHER,MORRIS,HEATHER.MORRIS@sakilacustomer.org,1,2006-02-14 22:04:36,Chiba,Nagareyama,Japan
54,1,TERESA,ROGERS,TERESA.ROGERS@sakilacustomer.org,1,2006-02-14 22:04:36,Yamaguchi,Iwakuni,Japan
55,2,DORIS,REED,DORIS.REED@sakilacustomer.org,1,2006-02-14 22:04:36,Moskova,Balaiha,Russian Federation
56,1,GLORIA,COOK,GLORIA.COOK@sakilacustomer.org,1,2006-02-14 22:04:36,Tahiti,Papeete,French Polynesia
57,2,EVELYN,MORGAN,EVELYN.MORGAN@sakilacustomer.org,1,2006-02-14 22:04:36,Vaduz,Vaduz,Liechtenstein
58,1,JEAN,BELL,JEAN.BELL@sakilacustomer.org,1,2006-02-14 22:04:36,Sarawak,Kuching,Malaysia
59,1,CHERYL,MURPHY,CHERYL.MURPHY@sakilacustomer.org,1,2006-02-14 22:04:36,Karnataka,Mysore,India
60,1,MILDRED,BAILEY,MILDRED.BAILEY@sakilacustomer.org,1,2006-02-14 22:04:36,Rajasthan,Jaipur,India
61,2,KATHERINE,RIVERA,KATHERINE.RIVERA@sakilacustomer.org,1,2006-02-14 22:04:36,Basel-Stadt,Basel,Switzerland
62,1,JOAN,COOPER,JOAN.COOPER@sakilacustomer.org,1,2006-02-14 22:04:36,Missouri,Saint Louis,United States
63,1,ASHLEY,RICHARDSON,ASHLEY.RICHARDSON@sakilacustomer.org,1,2006-02-14 22:04:36,Nebraska,Lincoln,United States
64,2,JUDITH,COX,JUDITH.COX@sakilacustomer.org,0,2006-02-14 22:04:36,Sichuan,Daxian,China
65,2,ROSE,HOWARD,ROSE.HOWARD@sakilacustomer.org,1,2006-02-14 22:04:36,Cayenne,Cayenne,French Guiana
66,2,JANICE,WARD,JANICE.WARD@sakilacustomer.org,1,2006-02-14 22:04:36,Skne ln,Malm,Sweden
67,1,KELLY,TORRES,KELLY.TORRES@sakilacustomer.org,1,2006-02-14 22:04:36,Hunan,Xiangtan,China
68,1,NICOLE,PETERSON,NICOLE.PETERSON@sakilacustomer.org,1,2006-02-14 22:04:36,Madhya Pradesh,Shivapuri,India
69,2,JUDY,GRAY,JUDY.GRAY@sakilacustomer.org,1,2006-02-14 22:04:36,Bchar,Bchar,Algeria
70,2,CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,1,2006-02-14 22:04:36,Mekka,al-Hawiya,Saudi Arabia
71,1,KATHY,JAMES,KATHY.JAMES@sakilacustomer.org,1,2006-02-14 22:04:36,Eastern Visayas,Baybay,Philippines
72,2,THERESA,WATSON,THERESA.WATSON@sakilacustomer.org,1,2006-02-14 22:04:36,National Capital Reg,Taguig,Philippines
73,2,BEVERLY,BROOKS,BEVERLY.BROOKS@sakilacustomer.org,1,2006-02-14 22:04:36,Chiayi,Chiayi,Taiwan
74,1,DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,1,2006-02-14 22:04:36,So Paulo,Rio Claro,Brazil
75,2,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,1,2006-02-14 22:04:36,Changhwa,Changhwa,Taiwan
76,2,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,1,2006-02-14 22:04:36,Pavlodar,Pavlodar,Kazakstan
77,2,JANE,BENNETT,JANE.BENNETT@sakilacustomer.org,1,2006-02-14 22:04:36,So Paulo,Araatuba,Brazil
78,1,LORI,WOOD,LORI.WOOD@sakilacustomer.org,1,2006-02-14 22:04:36,Uttar Pradesh,Rae Bareli,India
79,1,RACHEL,BARNES,RACHEL.BARNES@sakilacustomer.org,1,2006-02-14 22:04:36,Kanagawa,Kamakura,Japan
80,1,MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,1,2006-02-14 22:04:36,Oyo & Osun,Ife,Nigeria
81,1,ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,1,2006-02-14 22:04:36,Mahajanga,Mahajanga,Madagascar
82,1,KATHRYN,COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,1,2006-02-14 22:04:36,Krim,Simferopol,Ukraine
83,1,LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,1,2006-02-14 22:04:36,Gauteng,Springs,South Africa
84,2,SARA,PERRY,SARA.PERRY@sakilacustomer.org,1,2006-02-14 22:04:36,Puebla,Atlixco,Mexico
85,2,ANNE,POWELL,ANNE.POWELL@sakilacustomer.org,1,2006-02-14 22:04:36,England,Bradford,United Kingdom
86,2,JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,1,2006-02-14 22:04:36,Songkhla,Songkhla,Thailand
87,1,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,1,2006-02-14 22:04:36,Sucre,Sincelejo,Colombia
88,2,BONNIE,HUGHES,BONNIE.HUGHES@sakilacustomer.org,1,2006-02-14 22:04:36,Cheju,Cheju,South Korea
89,1,JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,1,2006-02-14 22:04:36,Buenos Aires,La Plata,Argentina
90,2,RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,1,2006-02-14 22:04:36,Guangdong,Meixian,China
91,2,LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,1,2006-02-14 22:04:36,Brunei and Muara,Bandar Seri Begawan,Brunei
92,2,TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,1,2006-02-14 22:04:36,Gois,Goinia,Brazil
93,1,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,1,2006-02-14 22:04:36,Inner Mongolia,Zalantun,China
94,1,NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,1,2006-02-14 22:04:36,Caraga,Bislig,Philippines
95,2,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,1,2006-02-14 22:04:36,Punjab,Pathankot,India
96,1,DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,1,2006-02-14 22:04:36,Georgia,Augusta-Richmond County,United States
97,2,ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,1,2006-02-14 22:04:36,Tete,Tete,Mozambique
98,1,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,1,2006-02-14 22:04:36,Abu Dhabi,al-Ayn,United Arab Emirates
99,2,EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,1,2006-02-14 22:04:36,Kyongsangbuk,Kimchon,South Korea
100,1,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,1,2006-02-14 22:04:36,Lipetsk,Jelets,Russian Federation
101,1,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,1,2006-02-14 22:04:36,Asir,Abha,Saudi Arabia
102,1,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,1,2006-02-14 22:04:36,Ha Darom,Ashdod,Israel
103,1,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,1,2006-02-14 22:04:36,Kwara & Kogi,Ilorin,Nigeria
104,1,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,1,2006-02-14 22:04:36,Provence-Alpes-Cte,Toulon,France
105,1,DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,1,2006-02-14 22:04:36,Funafuti,Funafuti,Tuvalu
106,1,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,1,2006-02-14 22:04:36,Ivanovo,Ivanovo,Russian Federation
107,1,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,1,2006-02-14 22:04:36,Buenos Aires,Merlo,Argentina
108,1,TRACY,COLE,TRACY.COLE@sakilacustomer.org,1,2006-02-14 22:04:36,Mxico,Huixquilucan,Mexico
109,2,EDNA,WEST,EDNA.WEST@sakilacustomer.org,1,2006-02-14 22:04:36,North West,Klerksdorp,South Africa
110,2,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,1,2006-02-14 22:04:36,Hubei,Enshi,China
111,1,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,1,2006-02-14 22:04:36,Distrito Federal,Caracas,Venezuela
112,2,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,1,2006-02-14 22:04:36,California,Lancaster,United States
113,2,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,1,2006-02-14 22:04:36,Sucre,Cuman,Venezuela
114,2,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,1,2006-02-14 22:04:36,Nordrhein-Westfalen,Duisburg,Germany
115,1,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,1,2006-02-14 22:04:36,Mxico,Nezahualcyotl,Mexico
116,1,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,1,2006-02-14 22:04:36,Central Java,Pemalang,Indonesia
117,1,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,1,2006-02-14 22:04:36,Gujarat,Gandhinagar,India
118,1,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,1,2006-02-14 22:04:36,Texas,Grand Prairie,United States
119,1,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,1,2006-02-14 22:04:36,al-Qalyubiya,Shubra al-Khayma,Egypt
120,2,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,1,2006-02-14 22:04:36,Risaralda,Dos Quebradas,Colombia
121,1,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,1,2006-02-14 22:04:36,Uttar Pradesh,Etawah,India
122,1,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,1,2006-02-14 22:04:36,Lima,Lima,Peru
123,2,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,1,2006-02-14 22:04:36,Uttar Pradesh,Varanasi (Benares),India
124,1,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,0,2006-02-14 22:04:36,Ktahya,Ktahya,Turkey
125,1,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,1,2006-02-14 22:04:36,Gauteng,Boksburg,South Africa
126,1,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,1,2006-02-14 22:04:36,So Paulo,Po,Brazil
127,2,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,1,2006-02-14 22:04:36,Smolensk,Smolensk,Russian Federation
128,1,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,1,2006-02-14 22:04:36,Slaskie,Jastrzebie-Zdrj,Poland
129,1,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,1,2006-02-14 22:04:36,Shandong,Liaocheng,China
130,1,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,1,2006-02-14 22:04:36,Gois,guas Lindas de Gois,Brazil
131,2,MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,1,2006-02-14 22:04:36,Taka-Karpatia,Mukateve,Ukraine
132,2,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,1,2006-02-14 22:04:36,Free State,Botshabelo,South Africa
133,1,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,1,2006-02-14 22:04:36,Coahuila de Zaragoza,Torren,Mexico
134,1,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,1,2006-02-14 22:04:36,al-Qalyubiya,Qalyub,Egypt
135,2,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,1,2006-02-14 22:04:36,Maharashtra,Pune,India
136,2,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,1,2006-02-14 22:04:36,Karnataka,Hubli-Dharwad,India
137,2,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,1,2006-02-14 22:04:36,Gelderland,Apeldoorn,Netherlands
138,1,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,1,2006-02-14 22:04:36,Inner Mongolia,Hohhot,China
139,1,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,1,2006-02-14 22:04:36,Ynlin,Touliu,Taiwan
140,1,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,1,2006-02-14 22:04:36,Tennessee,Clarksville,United States
141,1,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,1,2006-02-14 22:04:36,Hiroshima,Fukuyama,Japan
142,1,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,1,2006-02-14 22:04:36,Scotland,Dundee,United Kingdom
143,1,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,1,2006-02-14 22:04:36,Kilis,Kilis,Turkey
144,1,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,1,2006-02-14 22:04:36,Minsk,Molodetno,Belarus
145,1,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,1,2006-02-14 22:04:36,Gauteng,Soshanguve,South Africa
146,1,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,1,2006-02-14 22:04:36,Michigan,Sterling Heights,United States
147,2,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,1,2006-02-14 22:04:36,Saitama,Urawa,Japan
148,1,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,1,2006-02-14 22:04:36,Saint-Denis,Saint-Denis,Runion
149,1,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,1,2006-02-14 22:04:36,Massachusetts,Brockton,United States
150,2,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,1,2006-02-14 22:04:36,Michoacn de Ocampo,Hidalgo,Mexico
151,2,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,1,2006-02-14 22:04:36,Shandong,Laiwu,China
152,1,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,1,2006-02-14 22:04:36,Assam,Nagaon,India
153,2,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,1,2006-02-14 22:04:36,Jakarta Raya,Jakarta,Indonesia
154,2,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,1,2006-02-14 22:04:36,Shanxi,Yuncheng,China
155,1,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,1,2006-02-14 22:04:36,Bern,Bern,Switzerland
156,1,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,1,2006-02-14 22:04:36,Ondo & Ekiti,Ondo,Nigeria
157,2,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,1,2006-02-14 22:04:36,Pyongyang-si,Pyongyang,North Korea
158,1,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,1,2006-02-14 22:04:36,North Carolina,Greensboro,United States
159,1,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,1,2006-02-14 22:04:36,North Austria,Linz,Austria
160,2,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,1,2006-02-14 22:04:36,Moskova,Ljubertsy,Russian Federation
161,1,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,1,2006-02-14 22:04:36,Tel Aviv,Tel Aviv-Jaffa,Israel
162,2,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,1,2006-02-14 22:04:36,Pays de la Loire,Le Mans,France
163,1,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,1,2006-02-14 22:04:36,Gifu,Kakamigahara,Japan
164,2,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,1,2006-02-14 22:04:36,Adana,Tarsus,Turkey
165,2,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,1,2006-02-14 22:04:36,Xinxiang,Hami,China
166,1,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,1,2006-02-14 22:04:36,Lilongwe,Lilongwe,Malawi
167,2,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,1,2006-02-14 22:04:36,Maharashtra,Chandrapur,India
168,1,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,1,2006-02-14 22:04:36,Gansu,Jinchang,China
169,2,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,0,2006-02-14 22:04:36,Jiangxi,Pingxiang,China
170,1,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,1,2006-02-14 22:04:36,Rajasthan,Udaipur,India
171,2,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,1,2006-02-14 22:04:36,Perak,Ipoh,Malaysia
172,1,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,1,2006-02-14 22:04:36,Batman,Batman,Turkey
173,1,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,1,2006-02-14 22:04:36,Steiermark,Graz,Austria
174,2,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,1,2006-02-14 22:04:36,Miranda,Ocumare del Tuy,Venezuela
175,1,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,1,2006-02-14 22:04:36,Kerala,Allappuzha (Alleppey),India
176,1,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,1,2006-02-14 22:04:36,Skikda,Skikda,Algeria
177,2,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,1,2006-02-14 22:04:36,Tamaulipas,Matamoros,Mexico
178,2,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,1,2006-02-14 22:04:36,So Paulo,Santa Brbara dOeste,Brazil
179,1,DANA,HART,DANA.HART@sakilacustomer.org,1,2006-02-14 22:04:36,Kirov,Kirovo-Tepetsk,Russian Federation
180,2,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,1,2006-02-14 22:04:36,Risaralda,Pereira,Colombia
181,2,ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,1,2006-02-14 22:04:36,Tennessee,Memphis,United States
182,1,RENEE,LANE,RENEE.LANE@sakilacustomer.org,1,2006-02-14 22:04:36,California,Compton,United States
183,2,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,1,2006-02-14 22:04:36,Gois,Luzinia,Brazil
184,1,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,1,2006-02-14 22:04:36,Noord-Brabant,s-Hertogenbosch,Netherlands
185,1,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,1,2006-02-14 22:04:36,Chaharmahal va Bakht,Shahr-e Kord,Iran
186,2,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,1,2006-02-14 22:04:36,West Bengali,Haldia,India
187,2,BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,1,2006-02-14 22:04:36,Sumy,Sumy,Ukraine
188,1,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,1,2006-02-14 22:04:36,Caraga,Bayugan,Philippines
189,1,LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,1,2006-02-14 22:04:36,Ontario,Oshawa,Canada
190,2,YOLANDA,WEAVER,YOLANDA.WEAVER@sakilacustomer.org,1,2006-02-14 22:04:36,Tabora,Tabora,Tanzania
191,1,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,1,2006-02-14 22:04:36,Rostov-na-Donu,Novoterkassk,Russian Federation
192,1,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,1,2006-02-14 22:04:36,Uttar Pradesh,Firozabad,India
193,2,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,1,2006-02-14 22:04:36,Nyanza,Kisumu,Kenya
194,2,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,1,2006-02-14 22:04:36,Tokyo-to,Hino,Japan
195,1,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,1,2006-02-14 22:04:36,Nordrhein-Westfalen,Siegen,Germany
196,1,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,1,2006-02-14 22:04:36,Baden-Wrttemberg,Mannheim,Germany
197,2,SUE,PETERS,SUE.PETERS@sakilacustomer.org,1,2006-02-14 22:04:36,Jiangsu,Changzhou,China
198,2,ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,1,2006-02-14 22:04:36,Ondo & Ekiti,Ikerre,Nigeria
199,2,BETH,FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,1,2006-02-14 22:04:36,Haiphong,Haiphong,Vietnam
